Seqname,Source,FeatureType,Start,End,Score,Strand,Frame,x1,x2,Name,x3,Gene,gene_type,x5,x6
NC_017628.1,RefSeq,gene,1335252,1335488,.,+,.,gene-ECOK1_RS06815,ycgZ,Gene,ycgZ,protein_coding,ECOK1_RS06815,gene-ECOK1_RS06815,ycgZ
NC_017628.1,RefSeq,gene,1335531,1335803,.,+,.,gene-ECOK1_RS06820,ymgA,Gene,ymgA,protein_coding,ECOK1_RS06820,gene-ECOK1_RS06820,ymgA
NC_017628.1,RefSeq,gene,1335832,1336098,.,+,.,gene-ECOK1_RS06825,ariR,Gene,ariR,protein_coding,ECOK1_RS06825,ECOK1_1310,gene-ECOK1_RS06825
NC_017628.1,RefSeq,gene,1336211,1336459,.,+,.,gene-ECOK1_RS06830,ymgC,Gene,ymgC,protein_coding,ECOK1_RS06830,ECOK1_1311,gene-ECOK1_RS06830
NC_017628.1,RefSeq,gene,1337782,1338000,.,+,.,gene-ECOK1_RS06840,ymgF,Gene,ymgF,protein_coding,ECOK1_RS06840,ECOK1_1313,gene-ECOK1_RS06840
NC_017628.1,RefSeq,gene,1339975,1340310,.,-,.,gene-ECOK1_RS06865,ymgD,Gene,ymgD,protein_coding,ECOK1_RS06865,ECOK1_1317,gene-ECOK1_RS06865
NC_017628.1,RefSeq,gene,1340314,1340658,.,-,.,gene-ECOK1_RS06870,ymgG,Gene,ymgG,protein_coding,ECOK1_RS06870,ECOK1_1318,gene-ECOK1_RS06870
NC_017628.1,RefSeq,gene,1340660,1340833,.,-,.,gene-ECOK1_RS06875,ECOK1_RS06875,Gene,protein_coding,ECOK1_RS06875,ECOK1_1319,gene-ECOK1_RS06875,ECOK1_RS06875
NC_017628.1,RefSeq,gene,1340934,1341119,.,+,.,gene-ECOK1_RS26300,ECOK1_RS26300,Gene,protein_coding,ECOK1_RS26300,gene-ECOK1_RS26300,ECOK1_RS26300,Gene
NC_017628.1,RefSeq,gene,1341080,1341199,.,+,.,gene-ECOK1_RS28265,ECOK1_RS28265,Gene,protein_coding,ECOK1_RS28265,gene-ECOK1_RS28265,ECOK1_RS28265,Gene
NC_017628.1,RefSeq,gene,1341950,1342216,.,-,.,gene-ECOK1_RS06885,minE,Gene,minE,protein_coding,ECOK1_RS06885,ECOK1_1321,gene-ECOK1_RS06885
NC_017628.1,RefSeq,gene,1342220,1343032,.,-,.,gene-ECOK1_RS06890,minD,Gene,minD,protein_coding,ECOK1_RS06890,ECOK1_1322,gene-ECOK1_RS06890
NC_017628.1,RefSeq,gene,1343056,1343751,.,-,.,gene-ECOK1_RS06895,minC,Gene,minC,protein_coding,ECOK1_RS06895,ECOK1_1323,gene-ECOK1_RS06895
NC_017628.1,RefSeq,gene,1344271,1344639,.,+,.,gene-ECOK1_RS06900,ycgJ,Gene,ycgJ,protein_coding,ECOK1_RS06900,ECOK1_1324,gene-ECOK1_RS06900
NC_017628.1,RefSeq,gene,1344759,1345160,.,-,.,gene-ECOK1_RS06905,pliG,Gene,pliG,protein_coding,ECOK1_RS06905,gene-ECOK1_RS06905,pliG
NC_017628.1,RefSeq,gene,1345402,1345695,.,+,.,gene-ECOK1_RS06910,ECOK1_RS06910,Gene,protein_coding,ECOK1_RS06910,ECOK1_1325,gene-ECOK1_RS06910,ECOK1_RS06910
NC_017628.1,RefSeq,gene,1345767,1346426,.,+,.,gene-ECOK1_RS06915,ycgM,Gene,ycgM,protein_coding,ECOK1_RS06915,ECOK1_1326,gene-ECOK1_RS06915
NC_017628.1,RefSeq,gene,1346518,1346964,.,+,.,gene-ECOK1_RS06920,ycgN,Gene,ycgN,protein_coding,ECOK1_RS06920,ECOK1_1327,gene-ECOK1_RS06920
NC_017628.1,RefSeq,gene,1347758,1348177,.,+,.,gene-ECOK1_RS06930,umuD,Gene,umuD,protein_coding,ECOK1_RS06930,ECOK1_1329,gene-ECOK1_RS06930
NC_017628.1,RefSeq,gene,1348177,1349445,.,+,.,gene-ECOK1_RS06935,umuC,Gene,umuC,protein_coding,ECOK1_RS06935,ECOK1_1330,gene-ECOK1_RS06935
NC_017628.1,RefSeq,gene,1349490,1350020,.,-,.,gene-ECOK1_RS06940,dsbB,Gene,dsbB,protein_coding,ECOK1_RS06940,ECOK1_1331,gene-ECOK1_RS06940
NC_017628.1,RefSeq,gene,1350166,1351707,.,-,.,gene-ECOK1_RS06945,nhaB,Gene,nhaB,protein_coding,ECOK1_RS06945,ECOK1_1332,gene-ECOK1_RS06945
NC_017628.1,RefSeq,gene,1351929,1352648,.,+,.,gene-ECOK1_RS06950,fadR,Gene,fadR,protein_coding,ECOK1_RS06950,ECOK1_1333,gene-ECOK1_RS06950
NC_017628.1,RefSeq,gene,1352811,1354343,.,-,.,gene-ECOK1_RS06955,ycgB,Gene,ycgB,protein_coding,ECOK1_RS06955,ECOK1_1334,gene-ECOK1_RS06955
NC_017628.1,RefSeq,gene,1354673,1355971,.,+,.,gene-ECOK1_RS06960,dadA,Gene,dadA,protein_coding,ECOK1_RS06960,ECOK1_1335,gene-ECOK1_RS06960
NC_017628.1,RefSeq,gene,1355981,1357051,.,+,.,gene-ECOK1_RS06965,dadX,Gene,dadX,protein_coding,ECOK1_RS06965,ECOK1_1336,gene-ECOK1_RS06965
NC_017628.1,RefSeq,gene,1357108,1358844,.,-,.,gene-ECOK1_RS06970,cvrA,Gene,cvrA,protein_coding,ECOK1_RS06970,ECOK1_1337,gene-ECOK1_RS06970
NC_017628.1,RefSeq,gene,1358939,1359853,.,-,.,gene-ECOK1_RS06975,ldcA,Gene,ldcA,protein_coding,ECOK1_RS06975,ECOK1_1338,gene-ECOK1_RS06975
NC_017628.1,RefSeq,gene,1359953,1360564,.,+,.,gene-ECOK1_RS06980,emtA,Gene,emtA,protein_coding,ECOK1_RS06980,ECOK1_1339,gene-ECOK1_RS06980
NC_017628.1,RefSeq,gene,1360566,1361300,.,-,.,gene-ECOK1_RS06985,ycgR,Gene,ycgR,protein_coding,ECOK1_RS06985,ECOK1_1340,gene-ECOK1_RS06985
NC_017628.1,RefSeq,gene,1361501,1361755,.,+,.,gene-ECOK1_RS06990,ymgE,Gene,ymgE,protein_coding,ECOK1_RS06990,ECOK1_1341,gene-ECOK1_RS06990
NC_017628.1,RefSeq,gene,1361805,1363775,.,-,.,gene-ECOK1_RS06995,ECOK1_RS06995,Gene,protein_coding,ECOK1_RS06995,ECOK1_1342,gene-ECOK1_RS06995,ECOK1_RS06995
NC_017628.1,RefSeq,gene,1363801,1364655,.,-,.,gene-ECOK1_RS07000,modD,Gene,modD,protein_coding,ECOK1_RS07000,ECOK1_1343,gene-ECOK1_RS07000
NC_017628.1,RefSeq,gene,1364652,1365464,.,-,.,gene-ECOK1_RS07005,ECOK1_RS07005,Gene,protein_coding,ECOK1_RS07005,ECOK1_1344,gene-ECOK1_RS07005,ECOK1_RS07005
NC_017628.1,RefSeq,gene,1365474,1366232,.,-,.,gene-ECOK1_RS07010,ECOK1_RS07010,Gene,protein_coding,ECOK1_RS07010,ECOK1_1345,gene-ECOK1_RS07010,ECOK1_RS07010
NC_017628.1,RefSeq,gene,1366229,1367209,.,-,.,gene-ECOK1_RS07015,ECOK1_RS07015,Gene,protein_coding,ECOK1_RS07015,ECOK1_1346,gene-ECOK1_RS07015,ECOK1_RS07015
NC_017628.1,RefSeq,gene,1367209,1368231,.,-,.,gene-ECOK1_RS07020,ECOK1_RS07020,Gene,protein_coding,ECOK1_RS07020,ECOK1_1347,gene-ECOK1_RS07020,ECOK1_RS07020
NC_017628.1,RefSeq,gene,1368568,1370265,.,-,.,gene-ECOK1_RS07025,treA,Gene,treA,protein_coding,ECOK1_RS07025,ECOK1_1348,gene-ECOK1_RS07025
NC_017628.1,RefSeq,gene,1370584,1372002,.,-,.,gene-ECOK1_RS07030,dhaM,Gene,dhaM,protein_coding,ECOK1_RS07030,ECOK1_1351,gene-ECOK1_RS07030
NC_017628.1,RefSeq,gene,1372013,1372645,.,-,.,gene-ECOK1_RS07035,dhaL,Gene,dhaL,protein_coding,ECOK1_RS07035,ECOK1_1352,gene-ECOK1_RS07035
NC_017628.1,RefSeq,gene,1372656,1373726,.,-,.,gene-ECOK1_RS07040,dhaK,Gene,dhaK,protein_coding,ECOK1_RS07040,ECOK1_1353,gene-ECOK1_RS07040
NC_017628.1,RefSeq,gene,1373954,1375873,.,+,.,gene-ECOK1_RS07045,dhaR,Gene,dhaR,protein_coding,ECOK1_RS07045,ECOK1_1354,gene-ECOK1_RS07045
NC_017628.1,RefSeq,gene,1375911,1376087,.,-,.,gene-ECOK1_RS07050,ECOK1_RS07050,Gene,protein_coding,ECOK1_RS07050,ECOK1_1355,gene-ECOK1_RS07050,ECOK1_RS07050
NC_017628.1,RefSeq,gene,1376277,1377368,.,-,.,gene-ECOK1_RS07055,ychF,Gene,ychF,protein_coding,ECOK1_RS07055,ECOK1_1356,gene-ECOK1_RS07055
NC_017628.1,RefSeq,gene,1377485,1378069,.,-,.,gene-ECOK1_RS07060,pth,Gene,pth,protein_coding,ECOK1_RS07060,ECOK1_1357,gene-ECOK1_RS07060
NC_017628.1,RefSeq,gene,1378347,1378625,.,+,.,gene-ECOK1_RS07065,ychH,Gene,ychH,protein_coding,ECOK1_RS07065,ECOK1_1358,gene-ECOK1_RS07065
NC_017628.1,RefSeq,gene,1378680,1380359,.,-,.,gene-ECOK1_RS07070,dauA,Gene,dauA,protein_coding,ECOK1_RS07070,ECOK1_1359,gene-ECOK1_RS07070
NC_017628.1,RefSeq,gene,1380484,1381431,.,-,.,gene-ECOK1_RS07075,prs,Gene,prs,protein_coding,ECOK1_RS07075,ECOK1_1360,gene-ECOK1_RS07075
NC_017628.1,RefSeq,gene,1381582,1382433,.,-,.,gene-ECOK1_RS07080,ispE,Gene,ispE,protein_coding,ECOK1_RS07080,ECOK1_1361,gene-ECOK1_RS07080
NC_017628.1,RefSeq,gene,1382433,1383056,.,-,.,gene-ECOK1_RS07085,lolB,Gene,lolB,protein_coding,ECOK1_RS07085,ECOK1_1362,gene-ECOK1_RS07085
NC_017628.1,RefSeq,gene,1383270,1384526,.,+,.,gene-ECOK1_RS07090,hemA,Gene,hemA,protein_coding,ECOK1_RS07090,ECOK1_1363,gene-ECOK1_RS07090
NC_017628.1,RefSeq,gene,1384568,1385650,.,+,.,gene-ECOK1_RS07095,prfA,Gene,prfA,protein_coding,ECOK1_RS07095,ECOK1_1364,gene-ECOK1_RS07095
NC_017628.1,RefSeq,gene,1385650,1386483,.,+,.,gene-ECOK1_RS07100,prmC,Gene,prmC,protein_coding,ECOK1_RS07100,ECOK1_1365,gene-ECOK1_RS07100
NC_017628.1,RefSeq,gene,1386480,1386872,.,+,.,gene-ECOK1_RS07105,sirB2,Gene,sirB2,protein_coding,ECOK1_RS07105,ECOK1_1366,gene-ECOK1_RS07105
NC_017628.1,RefSeq,gene,1386876,1387685,.,+,.,gene-ECOK1_RS07110,sirB1,Gene,sirB1,protein_coding,ECOK1_RS07110,ECOK1_1367,gene-ECOK1_RS07110
NC_017628.1,RefSeq,gene,1387721,1388575,.,+,.,gene-ECOK1_RS07115,kdsA,Gene,kdsA,protein_coding,ECOK1_RS07115,ECOK1_1368,gene-ECOK1_RS07115
NC_017628.1,RefSeq,gene,1388723,1388830,.,-,.,gene-ECOK1_RS07120,ECOK1_RS07120,Gene,protein_coding,ECOK1_RS07120,ECOK1_1369,gene-ECOK1_RS07120,ECOK1_RS07120
NC_017628.1,RefSeq,gene,1389236,1390336,.,-,.,gene-ECOK1_RS07125,chaA,Gene,chaA,protein_coding,ECOK1_RS07125,ECOK1_1370,gene-ECOK1_RS07125
NC_017628.1,RefSeq,gene,1390606,1390836,.,+,.,gene-ECOK1_RS07130,chaB,Gene,chaB,protein_coding,ECOK1_RS07130,ECOK1_1371,gene-ECOK1_RS07130
NC_017628.1,RefSeq,gene,1390994,1391689,.,+,.,gene-ECOK1_RS07135,chaC,Gene,chaC,protein_coding,ECOK1_RS07135,ECOK1_1372,gene-ECOK1_RS07135
NC_017628.1,RefSeq,gene,1391733,1392086,.,-,.,gene-ECOK1_RS07140,ychN,Gene,ychN,protein_coding,ECOK1_RS07140,ECOK1_1373,gene-ECOK1_RS07140
NC_017628.1,RefSeq,gene,1392271,1393665,.,+,.,gene-ECOK1_RS07145,ychO,Gene,ychO,protein_coding,iatA,ECOK1_RS07145,ECOK1_1374
NC_017628.1,RefSeq,gene,1393666,1394316,.,-,.,gene-ECOK1_RS07150,narL,Gene,narL,protein_coding,ECOK1_RS07150,ECOK1_1375,gene-ECOK1_RS07150
NC_017628.1,RefSeq,gene,1394309,1396105,.,-,.,gene-ECOK1_RS07155,narX,Gene,narX,protein_coding,ECOK1_RS07155,ECOK1_1376,gene-ECOK1_RS07155
NC_017628.1,RefSeq,gene,1396444,1397835,.,+,.,gene-ECOK1_RS07165,narK,Gene,narK,protein_coding,ECOK1_RS07165,ECOK1_1378,gene-ECOK1_RS07165
NC_017628.1,RefSeq,gene,1398228,1401971,.,+,.,gene-ECOK1_RS07170,narG,Gene,narG,protein_coding,ECOK1_RS07170,ECOK1_1379,gene-ECOK1_RS07170
NC_017628.1,RefSeq,gene,1401968,1403506,.,+,.,gene-ECOK1_RS07175,narH,Gene,narH,protein_coding,ECOK1_RS07175,ECOK1_1380,gene-ECOK1_RS07175
NC_017628.1,RefSeq,gene,1403503,1404213,.,+,.,gene-ECOK1_RS07180,narJ,Gene,narJ,protein_coding,ECOK1_RS07180,ECOK1_1381,gene-ECOK1_RS07180
NC_017628.1,RefSeq,gene,1404213,1404890,.,+,.,gene-ECOK1_RS07185,narI,Gene,narI,protein_coding,ECOK1_RS07185,ECOK1_1382,gene-ECOK1_RS07185
NC_017628.1,RefSeq,gene,1404943,1406142,.,-,.,gene-ECOK1_RS07190,ECOK1_RS07190,Gene,protein_coding,ECOK1_RS07190,ECOK1_1383,gene-ECOK1_RS07190,ECOK1_RS07190
NC_017628.1,RefSeq,gene,1406396,1406526,.,-,.,gene-ECOK1_RS25740,ECOK1_RS25740,Gene,ncRNA,ECOK1_RS25740,gene-ECOK1_RS25740,ECOK1_RS25740,Gene
NC_017628.1,RefSeq,gene,1406573,1406657,.,-,.,gene-ECOK1_RS07195,ECOK1_RS07195,Gene,tRNA,ECOK1_RS07195,ECOK1_1384,gene-ECOK1_RS07195,ECOK1_RS07195
NC_017628.1,RefSeq,gene,1406691,1406775,.,-,.,gene-ECOK1_RS07200,ECOK1_RS07200,Gene,tRNA,ECOK1_RS07200,ECOK1_1385,gene-ECOK1_RS07200,ECOK1_RS07200
NC_017628.1,RefSeq,gene,1406935,1407777,.,-,.,gene-ECOK1_RS07205,purU,Gene,purU,protein_coding,ECOK1_RS07205,ECOK1_1386,gene-ECOK1_RS07205
NC_017628.1,RefSeq,gene,1407827,1408285,.,-,.,gene-ECOK1_RS07210,ychJ,Gene,ychJ,protein_coding,ECOK1_RS07210,ECOK1_1387,gene-ECOK1_RS07210
NC_017628.1,RefSeq,gene,1408398,1409303,.,+,.,gene-ECOK1_RS07215,rssA,Gene,rssA,protein_coding,ECOK1_RS07215,ECOK1_1388,gene-ECOK1_RS07215
NC_017628.1,RefSeq,gene,1409395,1410408,.,+,.,gene-ECOK1_RS07220,rssB,Gene,rssB,protein_coding,ECOK1_RS07220,ECOK1_1389,gene-ECOK1_RS07220
NC_017628.1,RefSeq,gene,1410610,1411518,.,+,.,gene-ECOK1_RS07225,galU,Gene,galU,protein_coding,ECOK1_RS07225,ECOK1_1390,gene-ECOK1_RS07225
NC_017628.1,RefSeq,gene,1411662,1412075,.,-,.,gene-ECOK1_RS07230,hns,Gene,hns,protein_coding,ECOK1_RS07230,ECOK1_1391,gene-ECOK1_RS07230
NC_017628.1,RefSeq,gene,1412679,1413296,.,+,.,gene-ECOK1_RS07235,tdk,Gene,tdk,protein_coding,ECOK1_RS07235,ECOK1_1393,gene-ECOK1_RS07235
NC_017628.1,RefSeq,gene,1414754,1417429,.,-,.,gene-ECOK1_RS07245,adhE,Gene,adhE,protein_coding,adhC,ECOK1_RS07245,ECOK1_1395
NC_017628.1,RefSeq,gene,1417822,1417875,.,+,.,gene-ECOK1_RS29045,ychE,Gene,ychE,protein_coding,ECOK1_RS29045,gene-ECOK1_RS29045,ychE
NC_017628.1,RefSeq,gene,1417906,1418553,.,+,.,gene-ECOK1_RS07250,ychE,Gene,ychE,protein_coding,ECOK1_RS07250,ECOK1_1396,gene-ECOK1_RS07250
NC_017628.1,RefSeq,gene,1419291,1420922,.,+,.,gene-ECOK1_RS07255,oppA,Gene,oppA,protein_coding,ECOK1_RS07255,ECOK1_1398,gene-ECOK1_RS07255
NC_017628.1,RefSeq,gene,1421008,1421928,.,+,.,gene-ECOK1_RS07260,oppB,Gene,oppB,protein_coding,ECOK1_RS07260,ECOK1_1399,gene-ECOK1_RS07260
NC_017628.1,RefSeq,gene,1421943,1422851,.,+,.,gene-ECOK1_RS07265,oppC,Gene,oppC,protein_coding,ECOK1_RS07265,ECOK1_1400,gene-ECOK1_RS07265
NC_017628.1,RefSeq,gene,1422863,1423876,.,+,.,gene-ECOK1_RS07270,oppD,Gene,oppD,protein_coding,ECOK1_RS07270,ECOK1_1401,gene-ECOK1_RS07270
NC_017628.1,RefSeq,gene,1423873,1424877,.,+,.,gene-ECOK1_RS07275,oppF,Gene,oppF,protein_coding,ECOK1_RS07275,ECOK1_1402,gene-ECOK1_RS07275
NC_017628.1,RefSeq,gene,1424930,1425259,.,-,.,gene-ECOK1_RS07280,yciU,Gene,yciU,protein_coding,ECOK1_RS07280,ECOK1_1403,gene-ECOK1_RS07280
NC_017628.1,RefSeq,gene,1425294,1426754,.,-,.,gene-ECOK1_RS07285,cls,Gene,cls,protein_coding,ECOK1_RS07285,ECOK1_1404,gene-ECOK1_RS07285
NC_017628.1,RefSeq,gene,1426897,1427070,.,+,.,gene-ECOK1_RS28275,yciY,Gene,yciY,protein_coding,ECOK1_RS28275,gene-ECOK1_RS28275,yciY
NC_017628.1,RefSeq,gene,1427125,1428378,.,-,.,gene-ECOK1_RS07295,kch,Gene,kch,protein_coding,ECOK1_RS07295,ECOK1_1405,gene-ECOK1_RS07295
NC_017628.1,RefSeq,gene,1428678,1428974,.,-,.,gene-ECOK1_RS07300,yciI,Gene,yciI,protein_coding,ECOK1_RS07300,ECOK1_1406,gene-ECOK1_RS07300
NC_017628.1,RefSeq,gene,1429198,1429914,.,+,.,gene-ECOK1_RS07305,tonB,Gene,tonB,protein_coding,ECOK1_RS07305,ECOK1_1407,gene-ECOK1_RS07305
NC_017628.1,RefSeq,gene,1429954,1430352,.,-,.,gene-ECOK1_RS07310,yciA,Gene,yciA,protein_coding,ECOK1_RS07310,ECOK1_1408,gene-ECOK1_RS07310
NC_017628.1,RefSeq,gene,1430458,1430997,.,-,.,gene-ECOK1_RS07315,yciB,Gene,yciB,protein_coding,ECOK1_RS07315,ECOK1_1409,gene-ECOK1_RS07315
NC_017628.1,RefSeq,gene,1431027,1431770,.,-,.,gene-ECOK1_RS07320,yciC,Gene,yciC,protein_coding,ECOK1_RS07320,ECOK1_1410,gene-ECOK1_RS07320
NC_017628.1,RefSeq,gene,1432126,1432764,.,+,.,gene-ECOK1_RS07325,ompW,Gene,ompW,protein_coding,ECOK1_RS07325,ECOK1_1412,gene-ECOK1_RS07325
NC_017628.1,RefSeq,gene,1432810,1433940,.,-,.,gene-ECOK1_RS07330,ECOK1_RS07330,Gene,protein_coding,ECOK1_RS07330,ECOK1_1413,gene-ECOK1_RS07330,ECOK1_RS07330
NC_017628.1,RefSeq,gene,1433918,1434166,.,-,.,gene-ECOK1_RS07335,ECOK1_RS07335,Gene,protein_coding,ECOK1_RS07335,gene-ECOK1_RS07335,ECOK1_RS07335,Gene
NC_017628.1,RefSeq,gene,1434231,1436702,.,-,.,gene-ECOK1_RS07340,ECOK1_RS07340,Gene,protein_coding,ECOK1_RS07340,ECOK1_1414,gene-ECOK1_RS07340,ECOK1_RS07340
NC_017628.1,RefSeq,gene,1436795,1436986,.,-,.,gene-ECOK1_RS07345,ydfD,Gene,ydfD,protein_coding,ECOK1_RS07345,ECOK1_1415,gene-ECOK1_RS07345
NC_017628.1,RefSeq,gene,1436983,1437171,.,-,.,gene-ECOK1_RS07350,dicB,Gene,dicB,protein_coding,ECOK1_RS07350,gene-ECOK1_RS07350,dicB
NC_017628.1,RefSeq,gene,1437737,1437958,.,-,.,gene-ECOK1_RS07355,ydfC,Gene,ydfC,protein_coding,ECOK1_RS07355,ECOK1_1416,gene-ECOK1_RS07355
NC_017628.1,RefSeq,gene,1437988,1438116,.,-,.,gene-ECOK1_RS29325,ydfB,Gene,ydfB,protein_coding,ECOK1_RS29325,ECOK1_1417,gene-ECOK1_RS29325
NC_017628.1,RefSeq,gene,1438118,1438273,.,-,.,gene-ECOK1_RS07360,ydfA,Gene,ydfA,protein_coding,ECOK1_RS07360,ECOK1_1418,gene-ECOK1_RS07360
NC_017628.1,RefSeq,gene,1438566,1438904,.,-,.,gene-ECOK1_RS28280,ECOK1_RS28280,Gene,protein_coding,ECOK1_RS28280,gene-ECOK1_RS28280,ECOK1_RS28280,Gene
NC_017628.1,RefSeq,gene,1439296,1439538,.,+,.,gene-ECOK1_RS07370,ECOK1_RS07370,Gene,protein_coding,ECOK1_RS07370,gene-ECOK1_RS07370,ECOK1_RS07370,Gene
NC_017628.1,RefSeq,gene,1439522,1439947,.,+,.,gene-ECOK1_RS07375,ECOK1_RS07375,Gene,protein_coding,ECOK1_RS07375,ECOK1_1420,gene-ECOK1_RS07375,ECOK1_RS07375
NC_017628.1,RefSeq,gene,1440019,1441089,.,+,.,gene-ECOK1_RS07380,ECOK1_RS07380,Gene,protein_coding,ECOK1_RS07380,ECOK1_1421,gene-ECOK1_RS07380,ECOK1_RS07380
NC_017628.1,RefSeq,gene,1441130,1441552,.,+,.,gene-ECOK1_RS07385,ECOK1_RS07385,Gene,protein_coding,ECOK1_RS07385,ECOK1_1422,gene-ECOK1_RS07385,ECOK1_RS07385
NC_017628.1,RefSeq,gene,1441744,1442706,.,+,.,gene-ECOK1_RS07390,ECOK1_RS07390,Gene,protein_coding,ECOK1_RS07390,ECOK1_1423,gene-ECOK1_RS07390,ECOK1_RS07390
NC_017628.1,RefSeq,gene,1442722,1443723,.,+,.,gene-ECOK1_RS07395,ECOK1_RS07395,Gene,protein_coding,ECOK1_RS07395,ECOK1_1424,gene-ECOK1_RS07395,ECOK1_RS07395
NC_017628.1,RefSeq,gene,1444341,1444496,.,+,.,gene-ECOK1_RS07405,hokD,Gene,hokD,protein_coding,ECOK1_RS07405,gene-ECOK1_RS07405,hokD
NC_017628.1,RefSeq,gene,1444664,1444942,.,+,.,gene-ECOK1_RS27740,ECOK1_RS27740,Gene,protein_coding,ECOK1_RS27740,gene-ECOK1_RS27740,ECOK1_RS27740,Gene
NC_017628.1,RefSeq,gene,1444944,1445990,.,+,.,gene-ECOK1_RS07415,ECOK1_RS07415,Gene,protein_coding,ECOK1_RS07415,ECOK1_1425,gene-ECOK1_RS07415,ECOK1_RS07415
NC_017628.1,RefSeq,gene,1446003,1446377,.,+,.,gene-ECOK1_RS07420,ECOK1_RS07420,Gene,protein_coding,ECOK1_RS07420,ECOK1_1426,gene-ECOK1_RS07420,ECOK1_RS07420
NC_017628.1,RefSeq,gene,1446374,1447195,.,+,.,gene-ECOK1_RS07425,ECOK1_RS07425,Gene,protein_coding,ECOK1_RS07425,ECOK1_1427,gene-ECOK1_RS07425,ECOK1_RS07425
NC_017628.1,RefSeq,gene,1447420,1447617,.,+,.,gene-ECOK1_RS07430,ECOK1_RS07430,Gene,protein_coding,ECOK1_RS07430,ECOK1_1428,gene-ECOK1_RS07430,ECOK1_RS07430
NC_017628.1,RefSeq,gene,1447768,1448817,.,+,.,gene-ECOK1_RS07435,ECOK1_RS07435,Gene,protein_coding,ECOK1_RS07435,ECOK1_1429,gene-ECOK1_RS07435,ECOK1_RS07435
NC_017628.1,RefSeq,gene,1448867,1448942,.,+,.,gene-ECOK1_RS07440,ECOK1_RS07440,Gene,tRNA,ECOK1_RS07440,ECOK1_1430,gene-ECOK1_RS07440,ECOK1_RS07440
NC_017628.1,RefSeq,gene,1448950,1449026,.,+,.,gene-ECOK1_RS07445,ECOK1_RS07445,Gene,tRNA,ECOK1_RS07445,gene-ECOK1_RS07445,ECOK1_RS07445,Gene
NC_017628.1,RefSeq,gene,1449040,1449116,.,+,.,gene-ECOK1_RS07450,ECOK1_RS07450,Gene,tRNA,ECOK1_RS07450,ECOK1_1431,gene-ECOK1_RS07450,ECOK1_RS07450
NC_017628.1,RefSeq,gene,1450588,1450803,.,+,.,gene-ECOK1_RS07460,ECOK1_RS07460,Gene,protein_coding,ECOK1_RS07460,ECOK1_1434,gene-ECOK1_RS07460,ECOK1_RS07460
NC_017628.1,RefSeq,gene,1450808,1451152,.,+,.,gene-ECOK1_RS07465,ECOK1_RS07465,Gene,protein_coding,ECOK1_RS07465,ECOK1_1436,gene-ECOK1_RS07465,ECOK1_RS07465
NC_017628.1,RefSeq,gene,1451118,1451390,.,-,.,gene-ECOK1_RS07470,ECOK1_RS07470,Gene,protein_coding,ECOK1_RS07470,gene-ECOK1_RS07470,ECOK1_RS07470,Gene
NC_017628.1,RefSeq,gene,1451496,1452029,.,+,.,gene-ECOK1_RS07475,ECOK1_RS07475,Gene,protein_coding,ECOK1_RS07475,ECOK1_1437,gene-ECOK1_RS07475,ECOK1_RS07475
NC_017628.1,RefSeq,gene,1452328,1452792,.,+,.,gene-ECOK1_RS07480,ECOK1_RS07480,Gene,protein_coding,ECOK1_RS07480,ECOK1_1439,gene-ECOK1_RS07480,ECOK1_RS07480
NC_017628.1,RefSeq,gene,1453100,1453510,.,-,.,gene-ECOK1_RS07485,ECOK1_RS07485,Gene,protein_coding,ECOK1_RS07485,gene-ECOK1_RS07485,ECOK1_RS07485,Gene
NC_017628.1,RefSeq,gene,1453568,1453801,.,-,.,gene-ECOK1_RS07490,ECOK1_RS07490,Gene,protein_coding,ECOK1_RS07490,gene-ECOK1_RS07490,ECOK1_RS07490,Gene
NC_017628.1,RefSeq,gene,1454188,1454736,.,+,.,gene-ECOK1_RS07500,ECOK1_RS07500,Gene,protein_coding,ECOK1_RS07500,ECOK1_1440,gene-ECOK1_RS07500,ECOK1_RS07500
NC_017628.1,RefSeq,gene,1454708,1456636,.,+,.,gene-ECOK1_RS07505,ECOK1_RS07505,Gene,protein_coding,ECOK1_RS07505,gene-ECOK1_RS07505,ECOK1_RS07505,Gene
NC_017628.1,RefSeq,gene,1456620,1456826,.,+,.,gene-ECOK1_RS07510,gpW,Gene,gpW,protein_coding,ECOK1_RS07510,ECOK1_1443,gene-ECOK1_RS07510
NC_017628.1,RefSeq,gene,1456823,1458415,.,+,.,gene-ECOK1_RS07515,ECOK1_RS07515,Gene,protein_coding,ECOK1_RS07515,ECOK1_1444,gene-ECOK1_RS07515,ECOK1_RS07515
NC_017628.1,RefSeq,gene,1458405,1459910,.,+,.,gene-ECOK1_RS07520,ECOK1_RS07520,Gene,protein_coding,ECOK1_RS07520,ECOK1_1445,gene-ECOK1_RS07520,ECOK1_RS07520
NC_017628.1,RefSeq,gene,1459947,1460294,.,+,.,gene-ECOK1_RS07525,ECOK1_RS07525,Gene,protein_coding,ECOK1_RS07525,ECOK1_1446,gene-ECOK1_RS07525,ECOK1_RS07525
NC_017628.1,RefSeq,gene,1460352,1461380,.,+,.,gene-ECOK1_RS07530,ECOK1_RS07530,Gene,protein_coding,ECOK1_RS07530,ECOK1_1447,gene-ECOK1_RS07530,ECOK1_RS07530
