	chrom	start	end	Name	gieStain
1191	NC_017628.1	1270902	1271696	potC	.
1192	NC_017628.1	1271693	1272550	potB	.
1193	NC_017628.1	1272534	1273670	potA	.
1194	NC_017628.1	1273920	1275146	pepT	.
1195	NC_017628.1	1275195	1276316	roxA	.
1196	NC_017628.1	1276392	1277852	phoQ	.
1197	NC_017628.1	1277852	1278523	phoP	.
1198	NC_017628.1	1278692	1280062	purB	.
1199	NC_017628.1	1280066	1280707	hflD	.
1200	NC_017628.1	1280743	1281849	mnmA	.
1201	NC_017628.1	1281903	1282364	nudJ	.
1202	NC_017628.1	1282374	1283027	rluE	.
1203	NC_017628.1	1283199	1284449	icd	.
1204	NC_017628.1	1284563	1285705	ECOK1_RS06420	.
1205	NC_017628.1	1285695	1285931	ECOK1_RS06425	.
1206	NC_017628.1	1286071	1286310	ECOK1_RS06430	.
1207	NC_017628.1	1286294	1286620	ECOK1_RS06435	.
1208	NC_017628.1	1286620	1286841	ECOK1_RS06440	.
1209	NC_017628.1	1287228	1287419	ECOK1_RS06455	.
1210	NC_017628.1	1287392	1287574	ECOK1_RS06460	.
1211	NC_017628.1	1287571	1288251	ECOK1_RS06465	.
1212	NC_017628.1	1288248	1289033	bet	.
1213	NC_017628.1	1289039	1289335	ECOK1_RS06475	.
1214	NC_017628.1	1289411	1289554	kil	.
1215	NC_017628.1	1289523	1289687	ECOK1_RS28245	.
1216	NC_017628.1	1289760	1290128	ECOK1_RS06490	.
1217	NC_017628.1	1290311	1290511	ECOK1_RS06495	.
1218	NC_017628.1	1290725	1291306	ECOK1_RS06500	.
1219	NC_017628.1	1291323	1291595	ECOK1_RS06505	.
1220	NC_017628.1	1291573	1291755	ECOK1_RS06510	.
1221	NC_017628.1	1292032	1292784	ECOK1_RS06520	.
1222	NC_017628.1	1292781	1293338	ECOK1_RS06525	.
1223	NC_017628.1	1293378	1294073	ECOK1_RS06530	.
1224	NC_017628.1	1294149	1294364	ECOK1_RS06535	.
1225	NC_017628.1	1294506	1294802	ECOK1_RS06540	.
1226	NC_017628.1	1294835	1295734	ECOK1_RS27695	.
1227	NC_017628.1	1295731	1296432	ECOK1_RS06550	.
1228	NC_017628.1	1296429	1296719	ECOK1_RS06555	.
1229	NC_017628.1	1296793	1297233	ECOK1_RS06560	.
1230	NC_017628.1	1297230	1297757	ECOK1_RS06565	.
1231	NC_017628.1	1297754	1297930	ECOK1_RS06570	.
1232	NC_017628.1	1297933	1298274	ECOK1_RS06575	.
1233	NC_017628.1	1298481	1298843	rusA	.
1234	NC_017628.1	1298840	1298980	ylcG	.
1235	NC_017628.1	1299066	1299449	quuD	.
1236	NC_017628.1	1299638	1300720	ompC	.
1237	NC_017628.1	1301309	1301524	essD	.
1238	NC_017628.1	1301524	1302021	rrrD	.
1239	NC_017628.1	1302238	1302420	rzoD	.
1240	NC_017628.1	1302511	1302804	iss	.
1241	NC_017628.1	1303285	1303611	ECOK1_RS06625	.
1242	NC_017628.1	1303818	1304000	ECOK1_RS28750	.
1243	NC_017628.1	1304563	1305111	ECOK1_RS06645	.
1244	NC_017628.1	1305083	1307011	ECOK1_RS06650	.
1245	NC_017628.1	1306995	1307201	ECOK1_RS06655	.
1246	NC_017628.1	1307198	1308790	ECOK1_RS06660	.
1247	NC_017628.1	1310354	1310701	ECOK1_RS06670	.
1248	NC_017628.1	1310759	1311787	ECOK1_RS06675	.
1249	NC_017628.1	1311839	1312213	gpFI	.
1250	NC_017628.1	1312206	1312559	ECOK1_RS06685	.
1251	NC_017628.1	1312571	1313149	ECOK1_RS06690	.
1252	NC_017628.1	1313146	1313541	ECOK1_RS06695	.
1253	NC_017628.1	1313549	1314289	ECOK1_RS06700	.
1254	NC_017628.1	1314305	1314727	ECOK1_RS06705	.
1255	NC_017628.1	1314709	1315143	ECOK1_RS06710	.
1256	NC_017628.1	1315136	1317697	ECOK1_RS06715	.
1257	NC_017628.1	1317694	1318023	ECOK1_RS06720	.
1258	NC_017628.1	1318023	1318721	ECOK1_RS06725	.
1259	NC_017628.1	1318727	1319470	ECOK1_RS06730	.
1260	NC_017628.1	1319467	1320039	ECOK1_RS06735	.
1261	NC_017628.1	1320100	1323582	ECOK1_RS06740	.
1262	NC_017628.1	1323641	1325701	ECOK1_RS06745	.
1263	NC_017628.1	1325698	1325976	ECOK1_RS06750	.
1264	NC_017628.1	1325989	1326282	ECOK1_RS06755	.
1265	NC_017628.1	1326374	1327231	sitD	.
1266	NC_017628.1	1327228	1328085	sitC	.
1267	NC_017628.1	1328082	1328909	sitB	.
1268	NC_017628.1	1328909	1329823	sitA	.
1269	NC_017628.1	1330510	1331280	ECOK1_RS06785	.
1270	NC_017628.1	1331988	1332113	ECOK1_RS28255	.
1271	NC_017628.1	1332166	1332570	ycgX	.
1272	NC_017628.1	1332791	1333522	bluR	.
1273	NC_017628.1	1333727	1334938	bluF	.
1274	NC_017628.1	1335252	1335488	ycgZ	.
1275	NC_017628.1	1335531	1335803	ymgA	.
1276	NC_017628.1	1335832	1336098	ariR	.
1277	NC_017628.1	1336211	1336459	ymgC	.
1278	NC_017628.1	1337782	1338000	ymgF	.
1279	NC_017628.1	1339975	1340310	ymgD	.
1280	NC_017628.1	1340314	1340658	ymgG	.
1281	NC_017628.1	1340660	1340833	ECOK1_RS06875	.
1282	NC_017628.1	1340934	1341119	ECOK1_RS26300	.
1283	NC_017628.1	1341080	1341199	ECOK1_RS28265	.
1284	NC_017628.1	1341950	1342216	minE	.
1285	NC_017628.1	1342220	1343032	minD	.
1286	NC_017628.1	1343056	1343751	minC	.
1287	NC_017628.1	1344271	1344639	ycgJ	.
1288	NC_017628.1	1344759	1345160	pliG	.
1289	NC_017628.1	1345402	1345695	ECOK1_RS06910	.
1290	NC_017628.1	1345767	1346426	ycgM	.
1291	NC_017628.1	1346518	1346964	ycgN	.
1292	NC_017628.1	1347758	1348177	umuD	.
1293	NC_017628.1	1348177	1349445	umuC	.
1294	NC_017628.1	1349490	1350020	dsbB	.
1295	NC_017628.1	1350166	1351707	nhaB	.
1296	NC_017628.1	1351929	1352648	fadR	.
1297	NC_017628.1	1352811	1354343	ycgB	.
1298	NC_017628.1	1354673	1355971	dadA	.
1299	NC_017628.1	1355981	1357051	dadX	.
1300	NC_017628.1	1357108	1358844	cvrA	.
1301	NC_017628.1	1358939	1359853	ldcA	.
1302	NC_017628.1	1359953	1360564	emtA	.
1303	NC_017628.1	1360566	1361300	ycgR	.
1304	NC_017628.1	1361501	1361755	ymgE	.
1305	NC_017628.1	1361805	1363775	ECOK1_RS06995	.
1306	NC_017628.1	1363801	1364655	modD	.
1307	NC_017628.1	1364652	1365464	ECOK1_RS07005	.
1308	NC_017628.1	1365474	1366232	ECOK1_RS07010	.
1309	NC_017628.1	1366229	1367209	ECOK1_RS07015	.
1310	NC_017628.1	1367209	1368231	ECOK1_RS07020	.
1311	NC_017628.1	1368568	1370265	treA	.
1312	NC_017628.1	1370584	1372002	dhaM	.
1313	NC_017628.1	1372013	1372645	dhaL	.
1314	NC_017628.1	1372656	1373726	dhaK	.
1315	NC_017628.1	1373954	1375873	dhaR	.
1316	NC_017628.1	1375911	1376087	ECOK1_RS07050	.
1317	NC_017628.1	1376277	1377368	ychF	.
1318	NC_017628.1	1377485	1378069	pth	.
1319	NC_017628.1	1378347	1378625	ychH	.
1320	NC_017628.1	1378680	1380359	dauA	.
1321	NC_017628.1	1380484	1381431	prs	.
1322	NC_017628.1	1381582	1382433	ispE	.
1323	NC_017628.1	1382433	1383056	lolB	.
1324	NC_017628.1	1383270	1384526	hemA	.
1325	NC_017628.1	1384568	1385650	prfA	.
1326	NC_017628.1	1385650	1386483	prmC	.
1327	NC_017628.1	1386480	1386872	sirB2	.
1328	NC_017628.1	1386876	1387685	sirB1	.
1329	NC_017628.1	1387721	1388575	kdsA	.
1330	NC_017628.1	1388723	1388830	ECOK1_RS07120	.
1331	NC_017628.1	1389236	1390336	chaA	.
1332	NC_017628.1	1390606	1390836	chaB	.
1333	NC_017628.1	1390994	1391689	chaC	.
1334	NC_017628.1	1391733	1392086	ychN	.
1335	NC_017628.1	1392271	1393665	ychO	.
1336	NC_017628.1	1393666	1394316	narL	.
1337	NC_017628.1	1394309	1396105	narX	.
1338	NC_017628.1	1396444	1397835	narK	.
1339	NC_017628.1	1398228	1401971	narG	.
1340	NC_017628.1	1401968	1403506	narH	.
1341	NC_017628.1	1403503	1404213	narJ	.
1342	NC_017628.1	1404213	1404890	narI	.
1343	NC_017628.1	1404943	1406142	ECOK1_RS07190	.
1344	NC_017628.1	1406396	1406526	ECOK1_RS25740	.
1345	NC_017628.1	1406573	1406657	ECOK1_RS07195	.
1346	NC_017628.1	1406691	1406775	ECOK1_RS07200	.
1347	NC_017628.1	1406935	1407777	purU	.
1348	NC_017628.1	1407827	1408285	ychJ	.
1349	NC_017628.1	1408398	1409303	rssA	.
1350	NC_017628.1	1409395	1410408	rssB	.
1351	NC_017628.1	1410610	1411518	galU	.
1352	NC_017628.1	1411662	1412075	hns	.
1353	NC_017628.1	1412679	1413296	tdk	.
1354	NC_017628.1	1414754	1417429	adhE	.
1355	NC_017628.1	1417822	1417875	ychE	.
1356	NC_017628.1	1417906	1418553	ychE	.
1357	NC_017628.1	1419291	1420922	oppA	.
1358	NC_017628.1	1421008	1421928	oppB	.
1359	NC_017628.1	1421943	1422851	oppC	.
1360	NC_017628.1	1422863	1423876	oppD	.
1361	NC_017628.1	1423873	1424877	oppF	.
1362	NC_017628.1	1424930	1425259	yciU	.
1363	NC_017628.1	1425294	1426754	cls	.
1364	NC_017628.1	1426897	1427070	yciY	.
1365	NC_017628.1	1427125	1428378	kch	.
1366	NC_017628.1	1428678	1428974	yciI	.
1367	NC_017628.1	1429198	1429914	tonB	.
1368	NC_017628.1	1429954	1430352	yciA	.
1369	NC_017628.1	1430458	1430997	yciB	.
1370	NC_017628.1	1431027	1431770	yciC	.
1371	NC_017628.1	1432126	1432764	ompW	.
1372	NC_017628.1	1432810	1433940	ECOK1_RS07330	.
1373	NC_017628.1	1433918	1434166	ECOK1_RS07335	.
1374	NC_017628.1	1434231	1436702	ECOK1_RS07340	.
1375	NC_017628.1	1436795	1436986	ydfD	.
1376	NC_017628.1	1436983	1437171	dicB	.
1377	NC_017628.1	1437737	1437958	ydfC	.
1378	NC_017628.1	1437988	1438116	ydfB	.
1379	NC_017628.1	1438118	1438273	ydfA	.
1380	NC_017628.1	1438566	1438904	ECOK1_RS28280	.
1381	NC_017628.1	1439296	1439538	ECOK1_RS07370	.
1382	NC_017628.1	1439522	1439947	ECOK1_RS07375	.
1383	NC_017628.1	1440019	1441089	ECOK1_RS07380	.
1384	NC_017628.1	1441130	1441552	ECOK1_RS07385	.
1385	NC_017628.1	1441744	1442706	ECOK1_RS07390	.
1386	NC_017628.1	1442722	1443723	ECOK1_RS07395	.
1387	NC_017628.1	1444341	1444496	hokD	.
1388	NC_017628.1	1444664	1444942	ECOK1_RS27740	.
1389	NC_017628.1	1444944	1445990	ECOK1_RS07415	.
1390	NC_017628.1	1446003	1446377	ECOK1_RS07420	.
1391	NC_017628.1	1446374	1447195	ECOK1_RS07425	.
1392	NC_017628.1	1447420	1447617	ECOK1_RS07430	.
1393	NC_017628.1	1447768	1448817	ECOK1_RS07435	.
1394	NC_017628.1	1448867	1448942	ECOK1_RS07440	.
1395	NC_017628.1	1448950	1449026	ECOK1_RS07445	.
1396	NC_017628.1	1449040	1449116	ECOK1_RS07450	.
1397	NC_017628.1	1450588	1450803	ECOK1_RS07460	.
1398	NC_017628.1	1450808	1451152	ECOK1_RS07465	.
1399	NC_017628.1	1451118	1451390	ECOK1_RS07470	.
1400	NC_017628.1	1451496	1452029	ECOK1_RS07475	.
1401	NC_017628.1	1452328	1452792	ECOK1_RS07480	.
1402	NC_017628.1	1453100	1453510	ECOK1_RS07485	.
1403	NC_017628.1	1453568	1453801	ECOK1_RS07490	.
1404	NC_017628.1	1454188	1454736	ECOK1_RS07500	.
1405	NC_017628.1	1454708	1456636	ECOK1_RS07505	.
1406	NC_017628.1	1456620	1456826	gpW	.
1407	NC_017628.1	1456823	1458415	ECOK1_RS07515	.
1408	NC_017628.1	1458405	1459910	ECOK1_RS07520	.
1409	NC_017628.1	1459947	1460294	ECOK1_RS07525	.
1410	NC_017628.1	1460352	1461380	ECOK1_RS07530	.
1411	NC_017628.1	1461432	1461815	gpFI	.
1412	NC_017628.1	1461808	1462161	ECOK1_RS07540	.
1413	NC_017628.1	1462177	1462710	ECOK1_RS07545	.
1414	NC_017628.1	1462707	1463102	ECOK1_RS07550	.
1415	NC_017628.1	1463110	1463862	ECOK1_RS07555	.
1416	NC_017628.1	1463876	1464307	ECOK1_RS07560	.
1417	NC_017628.1	1464334	1464747	ECOK1_RS07565	.
1418	NC_017628.1	1464728	1467301	ECOK1_RS07570	.
1419	NC_017628.1	1467298	1467627	ECOK1_RS07575	.
1420	NC_017628.1	1467627	1468325	ECOK1_RS07580	.
1421	NC_017628.1	1468330	1469073	ECOK1_RS07585	.
1422	NC_017628.1	1469037	1469612	ECOK1_RS07590	.
1423	NC_017628.1	1469686	1470024	ECOK1_RS28755	.
1424	NC_017628.1	1470091	1473570	ECOK1_RS07595	.
1425	NC_017628.1	1473638	1474237	ECOK1_RS07600	.
1426	NC_017628.1	1477495	1478079	ECOK1_RS07620	.
1427	NC_017628.1	1478134	1478802	ECOK1_RS07625	.
1428	NC_017628.1	1479901	1480407	yciE	.
1429	NC_017628.1	1480453	1480953	yciF	.
1430	NC_017628.1	1481039	1481218	yciG	.
1431	NC_017628.1	1481599	1482405	trpA	.
1432	NC_017628.1	1482405	1483598	trpB	.
1433	NC_017628.1	1483610	1484968	trpCF	.
1434	NC_017628.1	1484972	1486567	trpD	.
1435	NC_017628.1	1486567	1488129	trpE	.
1436	NC_017628.1	1488221	1488265	trpL	.
1437	NC_017628.1	1488403	1489284	rnm	.
1438	NC_017628.1	1489281	1489901	yciO	.
1439	NC_017628.1	1489929	1491824	yciQ	.
1440	NC_017628.1	1492037	1492912	rluB	.
1441	NC_017628.1	1492952	1493542	cobO	.
1442	NC_017628.1	1493539	1494297	yciK	.
1443	NC_017628.1	1494517	1495566	sohB	.
1444	NC_017628.1	1495602	1495853	yciN	.
1445	NC_017628.1	1496233	1498830	topA	.
1446	NC_017628.1	1499040	1500014	cysB	.
1447	NC_017628.1	1500333	1500473	ymiA	.
1448	NC_017628.1	1500476	1500643	yciX	.
1449	NC_017628.1	1500757	1500852	ymiC	.
1450	NC_017628.1	1501002	1503677	acnA	.
1451	NC_017628.1	1503741	1504331	ribA	.
1452	NC_017628.1	1504501	1505265	pgpB	.
1453	NC_017628.1	1505414	1505722	lapA	.
1454	NC_017628.1	1505729	1506898	lapB	.
1455	NC_017628.1	1507090	1507827	pyrF	.
1456	NC_017628.1	1507827	1508153	yciH	.
1457	NC_017628.1	1508279	1508497	osmB	.
1458	NC_017628.1	1508766	1509515	yciT	.
1459	NC_017628.1	1509605	1509778	yciZ	.
1460	NC_017628.1	1509816	1509944	ymiD	.
1461	NC_017628.1	1509926	1511911	pdeR	.
1462	NC_017628.1	1512145	1514079	rnb	.
1463	NC_017628.1	1514147	1515274	yciW	.
1464	NC_017628.1	1515419	1516207	fabI	.
1465	NC_017628.1	1516685	1517251	ECOK1_RS07835	.
1466	NC_017628.1	1517400	1518521	ECOK1_RS07840	.
1467	NC_017628.1	1518521	1521628	ECOK1_RS07845	.
1468	NC_017628.1	1521632	1523005	ECOK1_RS07850	.
1469	NC_017628.1	1523014	1524177	ECOK1_RS07855	.
1470	NC_017628.1	1524225	1525031	sapF	.
1471	NC_017628.1	1525033	1526025	sapD	.
1472	NC_017628.1	1526025	1526915	sapC	.
1473	NC_017628.1	1526902	1527867	sapB	.
1474	NC_017628.1	1527864	1529507	sapA	.
1475	NC_017628.1	1529820	1530065	ymjA	.
1476	NC_017628.1	1530492	1531469	pspF	.
1477	NC_017628.1	1531635	1532303	pspA	.
1478	NC_017628.1	1532357	1532581	pspB	.
1479	NC_017628.1	1532581	1532940	pspC	.
1480	NC_017628.1	1532949	1533170	pspD	.
1481	NC_017628.1	1533245	1533559	pspE	.
1482	NC_017628.1	1533769	1535448	ycjM	.
1483	NC_017628.1	1535462	1536754	ycjN	.
1484	NC_017628.1	1536775	1537656	ycjO	.
1485	NC_017628.1	1537643	1538485	ycjP	.
1486	NC_017628.1	1538516	1539568	ycjQ	.
1487	NC_017628.1	1539587	1540375	ycjR	.
1488	NC_017628.1	1540385	1541440	ycjS	.
1489	NC_017628.1	1541437	1543704	ycjT	.
1490	NC_017628.1	1543701	1544360	pgmB	.
1491	NC_017628.1	1544374	1545456	ECOK1_RS07975	.
1492	NC_017628.1	1545501	1546406	ompG	.
1493	NC_017628.1	1546457	1547455	ycjW	.
1494	NC_017628.1	1547611	1549008	ycjX	.
1495	NC_017628.1	1549005	1550066	ycjF	.
1496	NC_017628.1	1550214	1551755	tyrR	.
1497	NC_017628.1	1551799	1552305	tpx	.
1498	NC_017628.1	1552424	1553389	ycjG	.
1499	NC_017628.1	1553364	1554092	mpaA	.
1500	NC_017628.1	1554383	1555021	ECOK1_RS08020	.
1501	NC_017628.1	1555092	1556012	ycjY	.
1502	NC_017628.1	1556150	1557049	pgrR	.
1503	NC_017628.1	1557386	1558999	mppA	.
1504	NC_017628.1	1559050	1560081	ynaI	.
1505	NC_017628.1	1560325	1560582	ynaJ	.
1506	NC_017628.1	1560632	1561582	uspE	.
1507	NC_017628.1	1561734	1562486	fnr	.
1508	NC_017628.1	1562681	1563196	ogt	.
1509	NC_017628.1	1563728	1564543	ECOK1_RS08080	.
1510	NC_017628.1	1564640	1565668	ECOK1_RS08085	.
1511	NC_017628.1	1565665	1567179	ECOK1_RS08090	.
1512	NC_017628.1	1567374	1567937	smrA	.
1513	NC_017628.1	1567958	1569190	dgcM	.
1514	NC_017628.1	1569384	1569431	ydaN	.
1515	NC_017628.1	1569445	1570428	zntB	.
1516	NC_017628.1	1570703	1570876	ynaL	.
1517	NC_017628.1	1570906	1572279	dbpA	.
1518	NC_017628.1	1572408	1573343	ttcA	.
1519	NC_017628.1	1575670	1576104	uspF	.
1520	NC_017628.1	1576245	1577378	ompN	.
1521	NC_017628.1	1577744	1581268	nifJ	.
1522	NC_017628.1	1581542	1581808	ydbJ	.
1523	NC_017628.1	1581805	1582227	hslJ	.
1524	NC_017628.1	1582338	1583327	ldhA	.
1525	NC_017628.1	1583535	1586174	ydbH	.
1526	NC_017628.1	1586171	1586356	ynbE	.
1527	NC_017628.1	1586364	1586690	ydbL	.
1528	NC_017628.1	1587066	1595381	ECOK1_RS25745	.
1529	NC_017628.1	1595601	1596461	pdxI	.
1530	NC_017628.1	1596760	1597365	ynbA	.
1531	NC_017628.1	1597365	1598261	ynbB	.
1532	NC_017628.1	1598277	1600034	ynbC	.
1533	NC_017628.1	1600048	1601340	ynbD	.
1534	NC_017628.1	1601394	1601999	azoR	.
1535	NC_017628.1	1602200	1606102	hrpA	.
1536	NC_017628.1	1606375	1607175	ydcF	.
1537	NC_017628.1	1607372	1608811	aldA	.
1538	NC_017628.1	1608853	1609854	gap	.
1539	NC_017628.1	1610043	1610573	cybB	.
1540	NC_017628.1	1610818	1610991	ECOK1_RS08255	.
1541	NC_017628.1	1611657	1612580	ydcI	.
1542	NC_017628.1	1612797	1614140	ydcJ	.
1543	NC_017628.1	1614365	1616020	opgD	.
1544	NC_017628.1	1616160	1616384	ydcH	.
1545	NC_017628.1	1616447	1616986	rimL	.
1546	NC_017628.1	1616978	1617958	ydcK	.
1547	NC_017628.1	1618082	1619074	tehA	.
1548	NC_017628.1	1619071	1619664	tehB	.
1549	NC_017628.1	1619967	1620635	ydcL	.
1550	NC_017628.1	1620670	1621881	ydcO	.
1551	NC_017628.1	1621934	1622470	sutR	.
1552	NC_017628.1	1622543	1624504	rlhA	.
1553	NC_017628.1	1624596	1624826	yncJ	.
1554	NC_017628.1	1625320	1626726	ydcR	.
1555	NC_017628.1	1626971	1628116	ydcS	.
1556	NC_017628.1	1628134	1629147	ydcT	.
1557	NC_017628.1	1629148	1630089	ydcU	.
1558	NC_017628.1	1630079	1630873	ydcV	.
1559	NC_017628.1	1630895	1632319	patD	.
1560	NC_017628.1	1632416	1632511	yncL	.
1561	NC_017628.1	1632706	1632879	ortT	.
1562	NC_017628.1	1632965	1633198	ydcY	.
1563	NC_017628.1	1633199	1633648	ydcZ	.
1564	NC_017628.1	1633645	1634163	mddA	.
1565	NC_017628.1	1634644	1636746	pqqU	.
1566	NC_017628.1	1636988	1638049	yncE	.
1567	NC_017628.1	1638162	1639661	ansP	.
1568	NC_017628.1	1641069	1641353	ECOK1_RS08430	.
1569	NC_017628.1	1641372	1643777	tssI	.
1570	NC_017628.1	1643767	1644528	ECOK1_RS08440	.
1571	NC_017628.1	1644581	1645366	ECOK1_RS08445	.
1572	NC_017628.1	1645700	1645915	ECOK1_RS08455	.
1573	NC_017628.1	1646232	1646801	yddH	.
1574	NC_017628.1	1646976	1647821	nhoA	.
1575	NC_017628.1	1647917	1648810	yddE	.
1576	NC_017628.1	1648890	1649570	narI	.
1577	NC_017628.1	1649567	1650262	narW	.
1578	NC_017628.1	1650262	1651806	narH	.
1579	NC_017628.1	1651803	1655543	narZ	.
1580	NC_017628.1	1655638	1657026	narU	.
1581	NC_017628.1	1657299	1658180	yddG	.
1582	NC_017628.1	1658412	1661459	fdnG	.
1583	NC_017628.1	1661472	1662356	fdnH	.
1584	NC_017628.1	1662349	1663002	fdnI	.
1585	NC_017628.1	1663231	1663515	yddM	.
1586	NC_017628.1	1663515	1663793	ECOK1_RS08535	.
1587	NC_017628.1	1663979	1664989	adhP	.
1588	NC_017628.1	1665123	1666820	maeA	.
1589	NC_017628.1	1666976	1667113	sra	.
1590	NC_017628.1	1667215	1667430	bdm	.
1591	NC_017628.1	1667775	1668206	osmC	.
1592	NC_017628.1	1668396	1670795	dosP	.
1593	NC_017628.1	1671362	1672681	digH	.
1594	NC_017628.1	1672812	1674347	gadC	.
1595	NC_017628.1	1674503	1675903	gadB	.
1596	NC_017628.1	1676264	1679047	pqqL	.
1597	NC_017628.1	1679104	1681476	yddB	.
1598	NC_017628.1	1681514	1683199	yddA	.
1599	NC_017628.1	1683399	1683524	ECOK1_RS28325	.
1600	NC_017628.1	1683490	1684647	ydeM	.
1601	NC_017628.1	1684699	1686381	ydeN	.
1602	NC_017628.1	1686783	1687544	ydeO	.
1603	NC_017628.1	1687619	1687816	safA	.
1604	NC_017628.1	1688064	1690343	ydeP	.
1605	NC_017628.1	1690682	1691596	ydeQ	.
1606	NC_017628.1	1691656	1692159	ydeR	.
1607	NC_017628.1	1692172	1692702	ydeS	.
1608	NC_017628.1	1692716	1695367	ECOK1_RS08650	.
1609	NC_017628.1	1695409	1696119	ECOK1_RS08655	.
1610	NC_017628.1	1696481	1697044	fimA	.
1611	NC_017628.1	1697820	1698602	ECOK1_RS08670	.
1612	NC_017628.1	1699228	1700550	hipA	.
1613	NC_017628.1	1700550	1700816	hipB	.
1614	NC_017628.1	1701124	1701882	tam	.
1615	NC_017628.1	1701886	1702800	yneE	.
1616	NC_017628.1	1702997	1704448	uxaB	.
1617	NC_017628.1	1704675	1706093	ECOK1_RS08710	.
1618	NC_017628.1	1706232	1706591	yneG	.
1619	NC_017628.1	1706591	1707517	glsB	.
1620	NC_017628.1	1707581	1708969	sad	.
1621	NC_017628.1	1709070	1709951	yneJ	.
1622	NC_017628.1	1710029	1710148	yneK	.
1623	NC_017628.1	1710290	1711480	ydeA	.
1624	NC_017628.1	1711505	1712170	marC	.
1625	NC_017628.1	1712382	1712816	marR	.
1626	NC_017628.1	1712837	1713220	marA	.
1627	NC_017628.1	1713252	1713470	marB	.
1628	NC_017628.1	1713527	1714966	ECOK1_RS08760	.
1629	NC_017628.1	1714990	1716663	ECOK1_RS08765	.
1630	NC_017628.1	1716718	1717029	ECOK1_RS08770	.
1631	NC_017628.1	1717057	1718379	ECOK1_RS08775	.
1632	NC_017628.1	1718494	1718805	ECOK1_RS08780	.
1633	NC_017628.1	1719004	1719702	ECOK1_RS08785	.
1634	NC_017628.1	1719747	1720646	eamA	.
1635	NC_017628.1	1720841	1722028	ydeE	.
1636	NC_017628.1	1722155	1722250	mgtS	.
1637	NC_017628.1	1722250	1722354	mgtT	.
1638	NC_017628.1	1722469	1723359	dgcZ	.
1639	NC_017628.1	1726048	1726794	ydfG	.
1640	NC_017628.1	1726883	1727569	rspR	.
1641	NC_017628.1	1727746	1727949	ydfZ	.
1642	NC_017628.1	1727985	1729445	ydfI	.
1643	NC_017628.1	1729946	1730965	rspB	.
1644	NC_017628.1	1730977	1732191	rspA	.
1645	NC_017628.1	1732397	1732723	ynfA	.
1646	NC_017628.1	1732858	1733199	ynfB	.
1647	NC_017628.1	1733234	1733794	speG	.
1648	NC_017628.1	1733797	1734507	ynfC	.
1649	NC_017628.1	1734615	1734920	ynfD	.
1650	NC_017628.1	1737605	1740028	ynfF	.
1651	NC_017628.1	1740039	1740656	dmsB	.
1652	NC_017628.1	1740658	1741512	ynfH	.
1653	NC_017628.1	1741555	1742169	dmsD	.
1654	NC_017628.1	1742330	1743547	clcB	.
1655	NC_017628.1	1743500	1744195	bioD	.
1656	NC_017628.1	1744320	1745540	mlc	.
1657	NC_017628.1	1745675	1746568	ynfL	.
1658	NC_017628.1	1746675	1747928	ynfM	.
1659	NC_017628.1	1748353	1748661	asr	.
1660	NC_017628.1	1748754	1748837	ECOK1_RS08935	.
1661	NC_017628.1	1748937	1749758	ydgD	.
1662	NC_017628.1	1749797	1750126	mdtI	.
1663	NC_017628.1	1750113	1750478	mdtJ	.
1664	NC_017628.1	1750889	1751923	tqsA	.
1665	NC_017628.1	1751948	1753336	pntB	.
1666	NC_017628.1	1753347	1754879	pntA	.
1667	NC_017628.1	1755403	1756347	ydgH	.
1668	NC_017628.1	1756533	1757915	ydgI	.
1669	NC_017628.1	1757952	1758674	folM	.
1670	NC_017628.1	1758671	1759006	ydgC	.
1671	NC_017628.1	1759135	1759854	rstA	.
1672	NC_017628.1	1759858	1761159	rstB	.
1673	NC_017628.1	1761235	1762164	tus	.
1674	NC_017628.1	1762161	1763564	fumC	.
1675	NC_017628.1	1763707	1765353	fumB	.
1676	NC_017628.1	1765552	1766727	manA	.
1677	NC_017628.1	1766828	1768336	ydgA	.
1678	NC_017628.1	1768381	1769646	uidC	.
1679	NC_017628.1	1769685	1771058	uidB	.
1680	NC_017628.1	1771055	1772866	uidA	.
1681	NC_017628.1	1773256	1773846	uidR	.
1682	NC_017628.1	1774075	1774842	hdhA	.
1683	NC_017628.1	1774954	1775982	malI	.
1684	NC_017628.1	1776157	1777749	malX	.
1685	NC_017628.1	1777759	1778931	malY	.
1686	NC_017628.1	1779035	1780036	add	.
1687	NC_017628.1	1780072	1781112	ydgJ	.
1688	NC_017628.1	1781355	1781480	blr	.
1689	NC_017628.1	1781753	1781968	ydgT	.
1690	NC_017628.1	1782054	1782494	ydgK	.
1691	NC_017628.1	1782571	1783152	rsxA	.
1692	NC_017628.1	1783152	1783730	rsxB	.
1693	NC_017628.1	1783723	1785849	rsxC	.
1694	NC_017628.1	1785850	1786908	rsxD	.
1695	NC_017628.1	1786912	1787532	rsxG	.
1696	NC_017628.1	1787536	1788231	rsxE	.
1697	NC_017628.1	1788231	1788866	nth	.
1698	NC_017628.1	1789477	1790979	dtpA	.
1699	NC_017628.1	1791084	1791689	gstA	.
1700	NC_017628.1	1791733	1792593	pdxY	.
1701	NC_017628.1	1792655	1793929	tyrS	.
1702	NC_017628.1	1794058	1794714	pdxH	.
1703	NC_017628.1	1794773	1795102	mliC	.
1704	NC_017628.1	1795200	1796309	anmK	.
